0,fullname,team,team_code,country,height,weight,birthplace,rider_code,age,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day,nb_dnf_otl,pct_dnf_otl,group
462,jimmy  janssens ,alpecin-deceuninck,alpecin-deceuninck-2023,belgium,1.83,74,herentals,jimmy-janssens,33,23,0,0,0,20,112.5454545,0,0,0,0.869565217,66,0,0,2,99,88,0,0,0.03030303,1.5,3,0,0,0,0,92,0,0,0,0,2,0,0,0,40,0,0,0,20,45,0,0,1,89,72.8,0,0,0.022222222,1.977777778,10,0.108695652,peloton-guy
463,nicola  conci ,alpecin-deceuninck,alpecin-deceuninck-2023,italy,1.84,68,trente,nicola-conci,26,21,0,0,0,0,93.38095238,0,0,0,0,90,0,1,5,213,58.2345679,0,0.011111111,0.055555556,2.366666667,12,0,0,0,0,86.41666667,0,0,0,0,9,0,0,0,88,0,0,0,9.777777778,37,0,1,5,209,54.16666667,0,0.027027027,0.135135135,5.648648649,9,0.073170732,peloton-guy
464,lionel  taminiaux ,alpecin-deceuninck,alpecin-deceuninck-2023,belgium,1.73,74,ottignies-louvain-la-neuve,lionel-taminiaux,26,52,0,0,5,147,46.75,0,0,0.096153846,2.826923077,32,0,1,2,83,105.4333333,0,0.03125,0.0625,2.59375,3,0,0,0,0,121.3333333,0,0,0,0,3,0,0,0,25,0,0,0,8.333333333,53,0,1,5,214,50.29545455,0,0.018867925,0.094339623,4.037735849,10,0.113636364,peloton-guy
465,edward  planckaert ,alpecin-deceuninck,alpecin-deceuninck-2023,belgium,1.78,71,kortrijk,edward-planckaert,28,56,0,0,3,158,76.5,0,0,0.053571429,2.821428571,47,0,0,0,5,110.6744186,0,0,0,0.106382979,6,0,0,0,0,126.5,0,0,0,0,5,0,0,0,60,0,0,0,12,47,0,0,3,163,64.2972973,0,0,0.063829787,3.468085106,10,0.091743119,peloton-guy
466,tobias  bayer ,alpecin-deceuninck,alpecin-deceuninck-2023,austria,1.87,70,ried im innkreis,tobias-bayer,23,26,0,1,2,81,56.86956522,0,0.038461538,0.076923077,3.115384615,43,0,0,2,45,78.25714286,0,0,0.046511628,1.046511628,5,0,0,0,0,79.4,0,0,0,0,2,0,0,0,25,0,0,0,12.5,27,0,1,1,101,57.05263158,0,0.037037037,0.037037037,3.740740741,10,0.133333333,rookie
467,senne  leysen ,alpecin-deceuninck,alpecin-deceuninck-2023,belgium,1.9,78,tielen,senne-leysen,26,67,0,0,0,32,85.08928571,0,0,0,0.47761194,66,0,0,0,22,95.81666667,0,0,0,0.333333333,9,0,0,0,0,65.55555556,0,0,0,0,9,0,0,0,70,0,0,0,7.777777778,48,0,0,0,54,75.42424242,0,0,0,1.125,16,0.112676056,peloton-guy
468,robbe  ghys ,alpecin-deceuninck,alpecin-deceuninck-2023,belgium,1.82,72,hasselt,robbe-ghys,26,34,0,0,1,71,84.70833333,0,0,0.029411765,2.088235294,11,0,0,0,5,59.14285714,0,0,0,0.454545455,,,,,,,,,,,1,0,0,0,5,0,0,0,5,39,0,0,1,76,76.76,0,0,0.025641026,1.948717949,13,0.288888889,rookie
469,fabio van den bossche ,alpecin-deceuninck,alpecin-deceuninck-2023,belgium,1.76,63,ghent,fabio-van-den-bossche,22,24,0,0,0,27,68.09090909,0,0,0,1.125,16,0,0,0,23,62.92857143,0,0,0,1.4375,,,,,,,,,,,1,0,0,0,5,0,0,0,5,30,0,0,0,50,58.59259259,0,0,0,1.666666667,3,0.071428571,rookie
470,jensen  plowright ,alpecin-deceuninck,alpecin-deceuninck-2023,australia,1.76,80,melbourne,jensen-plowright,22,11,0,0,1,20,36,0,0,0.090909091,1.818181818,7,0,0,0,0,109,0,0,0,0,,,,,,,,,,,2,0,0,0,5,0,0,0,2.5,7,0,0,1,20,25.33333333,0,0,0.142857143,2.857142857,5,0.263157895,rookie
471,maurice  ballerstedt ,alpecin-deceuninck,alpecin-deceuninck-2023,germany,1.85,76,berlin,maurice-ballerstedt,22,22,0,0,1,23,68.8,0,0,0.045454545,1.045454545,7,0,0,0,10,66.71428571,0,0,0,1.428571429,1,0,0,0,0,28,0,0,0,0,1,0,0,0,5,0,0,0,5,23,0,0,1,33,58.6875,0,0,0.043478261,1.434782609,7,0.225806452,rookie
472,jason  osborne ,alpecin-deceuninck,alpecin-deceuninck-2023,germany,1.78,70,mainz,jason-osborne,28,9,0,0,0,0,66,0,0,0,0,5,0,0,0,0,46,0,0,0,0,,,,,,,,,,,1,0,0,0,9,0,0,0,9,8,0,0,0,0,62.83333333,0,0,0,0,2,0.142857143,rookie
473,samuel  gaze ,alpecin-deceuninck,alpecin-deceuninck-2023,new zealand,1.89,80,tokoroa,samuel-gaze,27,8,0,0,0,3,48.4,0,0,0,0.375,4,0,0,0,5,92.5,0,0,0,1.25,,,,,,,,,,,1,0,0,0,5,0,0,0,5,7,0,0,0,8,50.75,0,0,0,1.142857143,2,0.166666667,rookie
474,mark  cavendish ,astana qazaqstan team,astana-qazaqstan-team-2023,great britain,1.75,70,douglas,mark-cavendish,37,58,8,17,23,1219,44.8490566,0.137931034,0.293103448,0.396551724,21.01724138,55,0,1,1,43,117.16,0,0.018181818,0.018181818,0.781818182,7,0,0,0,0,93.83333333,0,0,0,0,8,0,0,0,70,0,0,0,8.75,26,2,7,7,535,47.89473684,0.076923077,0.269230769,0.269230769,20.57692308,9,0.075,sprinter
475,luis león  sánchez ,astana qazaqstan team,astana-qazaqstan-team-2023,spain,1.86,73,mula,luis-leon-sanchez,39,57,0,0,1,26,52.10526316,0,0,0.01754386,0.456140351,182,2,8,13,496,44.31609195,0.010989011,0.043956044,0.071428571,2.725274725,21,0,0,2,11,53.80952381,0,0,0.095238095,0.523809524,16,0,0,2,684,0,0,0.125,42.75,29,1,2,4,278,45.96153846,0.034482759,0.068965517,0.137931034,9.586206897,6,0.023076923,peloton-guy
476,alexey  lutsenko ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.74,74,petropavl,aleksey-lutsenko,30,48,0,0,1,92,65.2826087,0,0,0.020833333,1.916666667,132,4,7,23,878,43.4796748,0.03030303,0.053030303,0.174242424,6.651515152,18,1,1,2,90,28.22222222,0.055555556,0.055555556,0.111111111,5,14,0,1,4,986,0,0.071428571,0.285714286,70.42857143,27,2,3,6,553,29.2,0.074074074,0.111111111,0.222222222,20.48148148,8,0.04040404,climber
477,fabio  felline ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.75,68,turin,fabio-felline,32,41,0,0,0,20,62.12820513,0,0,0,0.487804878,128,0,1,4,129,62.38834951,0,0.0078125,0.03125,1.0078125,13,0,0,0,0,33.15384615,0,0,0,0,8,0,0,0,203,0,0,0,25.375,42,0,0,0,49,64.4,0,0,0,1.166666667,23,0.126373626,peloton-guy
478,gianni  moscon ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.82,70,trento,gianni-moscon,28,42,0,0,2,186,71.36842105,0,0,0.047619048,4.428571429,103,1,2,6,492,55.72413793,0.009708738,0.019417476,0.058252427,4.776699029,9,0,0,2,14,53.22222222,0,0,0.222222222,1.555555556,9,0,0,0,141,0,0,0,15.66666667,51,1,1,6,637,46.48571429,0.019607843,0.019607843,0.117647059,12.49019608,17,0.11038961,peloton-guy
479,david de la cruz ,astana qazaqstan team,astana-qazaqstan-team-2023,spain,1.82,66,sabadell,david-de-la-cruz,33,42,0,0,0,5,79.92857143,0,0,0,0.119047619,132,0,0,7,104,55.93442623,0,0,0.053030303,0.787878788,14,0,0,2,31,38.85714286,0,0,0.142857143,2.214285714,12,0,0,4,651,0,0,0.333333333,54.25,13,0,0,0,15,57.66666667,0,0,0,1.153846154,8,0.042553191,peloton-guy
480,andrey  zeits ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.89,73,oblast pavlodar,andrey-zeits,36,19,0,0,0,0,73.21052632,0,0,0,0,93,0,0,2,94,55.04597701,0,0,0.021505376,1.010752688,13,0,0,0,0,85.69230769,0,0,0,0,7,0,0,0,121,0,0,0,17.28571429,19,0,0,1,81,44.13333333,0,0,0.052631579,4.263157895,5,0.04,peloton-guy
481,joe  dombrowski ,astana qazaqstan team,astana-qazaqstan-team-2023,united states,1.85,68,marshall,joe-dombrowski,31,28,0,0,0,0,103.8928571,0,0,0,0,110,1,2,4,156,56.23809524,0.009090909,0.018181818,0.036363636,1.418181818,15,0,0,0,0,82.86666667,0,0,0,0,9,0,0,0,276,0,0,0,30.66666667,11,0,0,0,5,77.85714286,0,0,0,0.454545455,4,0.026143791,peloton-guy
482,cees  bol ,astana qazaqstan team,astana-qazaqstan-team-2023,netherlands,1.94,83,zaandam,cees-bol,27,76,2,4,17,620,43.55072464,0.026315789,0.052631579,0.223684211,8.157894737,89,1,1,3,100,122.4074074,0.011235955,0.011235955,0.033707865,1.123595506,10,0,0,0,0,104.6,0,0,0,0,10,0,0,0,85,0,0,0,8.5,37,1,1,2,335,51.18518519,0.027027027,0.027027027,0.054054054,9.054054054,10,0.057142857,peloton-guy
483,manuele  boaro ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.73,64,bassano del grappa,manuele-boaro,35,37,0,0,0,30,87.53125,0,0,0,0.810810811,126,0,0,3,63,87.66666667,0,0,0.023809524,0.5,13,0,0,0,0,58,0,0,0,0,11,0,0,0,70,0,0,0,6.363636364,53,0,0,0,65,82.69565217,0,0,0,1.226415094,34,0.193181818,peloton-guy
484,dmitriy  gruzdev ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.85,78,astana,dmitriy-gruzdev,36,62,0,0,0,30,106.7592593,0,0,0,0.483870968,97,0,0,0,10,103.9512195,0,0,0,0.103092784,14,0,0,0,20,79.21428571,0,0,0,1.428571429,13,0,0,0,115,0,0,0,8.846153846,35,0,0,0,40,87.8,0,0,0,1.142857143,22,0.12716763,peloton-guy
485,simone  velasco ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.7,59,bologna,simone-velasco,27,13,0,0,0,9,49.61538462,0,0,0,0.692307692,98,1,4,10,613,46.1875,0.010204082,0.040816327,0.102040816,6.255102041,6,0,0,0,0,74.16666667,0,0,0,0,6,0,0,0,70,0,0,0,11.66666667,61,1,2,7,567,38.3220339,0.016393443,0.032786885,0.114754098,9.295081967,1,0.008547009,peloton-guy
486,yevgeniy  gidich ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.79,69,kökşetaw,yevgeniy-gidich,26,43,0,0,2,35,73.39393939,0,0,0.046511628,0.813953488,50,0,0,0,40,86.09677419,0,0,0,0.8,7,0,0,0,0,122.5714286,0,0,0,0,9,0,0,0,25,0,0,0,2.777777778,44,0,0,0,73,77.15789474,0,0,0,1.659090909,29,0.29,peloton-guy
487,martin  laas ,astana qazaqstan team,astana-qazaqstan-team-2023,estonia,1.76,74,tartu,martin-laas,29,44,0,2,4,132,67.90322581,0,0.045454545,0.090909091,3,51,0,0,1,12,139.5,0,0,0.019607843,0.235294118,4,0,0,0,0,146.75,0,0,0,0,5,0,0,0,45,0,0,0,9,41,0,2,2,115,69.41176471,0,0.048780488,0.048780488,2.804878049,26,0.262626263,peloton-guy
488,samuele  battistella ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.8,67,castelfranco veneto,samuele-battistella,24,28,1,1,3,108,95.38461538,0.035714286,0.035714286,0.107142857,3.857142857,77,1,3,8,381,65.17241379,0.012987013,0.038961039,0.103896104,4.948051948,8,0,0,1,4,61,0,0,0.125,0.5,5,0,0,1,135,0,0,0.2,27,36,2,2,6,343,42.38095238,0.055555556,0.055555556,0.166666667,9.527777778,17,0.150442478,peloton-guy
489,alexandr  riabushenko ,astana qazaqstan team,astana-qazaqstan-team-2023,belarus,1.78,61,minsk,alexandr-riabushenko,27,23,0,0,0,2,83.57894737,0,0,0,0.086956522,114,0,2,3,140,77.28235294,0,0.01754386,0.026315789,1.228070175,8,0,0,0,10,86.625,0,0,0,1.25,8,0,0,0,90,0,0,0,11.25,58,0,1,1,111,59.40740741,0,0.017241379,0.017241379,1.913793103,32,0.220689655,peloton-guy
490,davide  martinelli ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.86,71,brescia,davide-martinelli,29,42,0,0,1,55,64.14705882,0,0,0.023809524,1.30952381,51,0,0,2,30,99.45,0,0,0.039215686,0.588235294,6,0,0,0,0,88.33333333,0,0,0,0,9,0,0,0,45,0,0,0,5,43,0,0,0,76,75.41666667,0,0,0,1.76744186,19,0.191919192,peloton-guy
491,vadim  pronskiy ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.73,58,astana,vadim-pronskiy,24,22,0,0,0,0,75.86363636,0,0,0,0,77,0,0,1,32,59,0,0,0.012987013,0.415584416,9,0,0,0,0,75.44444444,0,0,0,0,7,0,0,0,85,0,0,0,12.14285714,17,0,0,0,20,48.36363636,0,0,0,1.176470588,6,0.055555556,rookie
492,yevgeniy  fedorov ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.93,80,aktobe,yevgeniy-fedorov,23,24,0,0,0,23,63.04761905,0,0,0,0.958333333,50,1,1,1,95,97.62162162,0.02,0.02,0.02,1.9,7,0,0,0,10,32.28571429,0,0,0,1.428571429,3,0,0,0,30,0,0,0,10,30,1,1,1,115,68,0.033333333,0.033333333,0.033333333,3.833333333,10,0.12195122,rookie
493,leonardo  basso ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.77,63,castelfranco veneto,leonardo-basso,29,41,0,0,0,40,86.7,0,0,0,0.975609756,57,0,0,0,45,98.10810811,0,0,0,0.789473684,3,0,0,0,0,118.6666667,0,0,0,0,6,0,0,0,30,0,0,0,5,60,0,0,0,85,85.53333333,0,0,0,1.416666667,31,0.306930693,peloton-guy
494,christian  scaroni ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.75,63,brescia,christian-scaroni,25,7,0,0,0,20,72.85714286,0,0,0,2.857142857,30,0,0,4,136,31.23076923,0,0,0.133333333,4.533333333,1,0,0,0,0,38,0,0,0,0,1,0,0,0,5,0,0,0,5,31,0,0,3,149,32.44444444,0,0,0.096774194,4.806451613,4,0.105263158,rookie
495,harold  tejada ,astana qazaqstan team,astana-qazaqstan-team-2023,colombia,1.8,63,pitalito,harold-tejada,25,27,0,0,0,0,98.14814815,0,0,0,0,85,0,0,0,6,68.24691358,0,0,0,0.070588235,10,0,0,0,0,47.9,0,0,0,0,8,0,0,0,160,0,0,0,20,8,0,0,0,5,43.2,0,0,0,0.625,4,0.032786885,rookie
496,antonio  nibali ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.8,65,messina,antonio-nibali,30,25,0,0,0,5,115.75,0,0,0,0.2,105,0,0,0,15,88.86904762,0,0,0,0.142857143,14,0,0,0,0,121.5,0,0,0,0,9,0,0,0,70,0,0,0,7.777777778,36,0,0,0,20,84.8,0,0,0,0.555555556,22,0.152777778,peloton-guy
497,yuriy  natarov ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.86,68,talgar,yuriy-natarov,26,19,0,0,0,0,84.41176471,0,0,0,0,63,0,0,0,25,81.8627451,0,0,0,0.396825397,9,0,0,0,10,84.22222222,0,0,0,1.111111111,7,0,0,0,40,0,0,0,5.714285714,23,0,0,0,25,70.33333333,0,0,0,1.086956522,13,0.142857143,rookie
498,igor  chzhan ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.85,71,taldykorgan,igor-chzhan,23,1,0,0,0,0,86,0,0,0,0,,,,,,,,,,,1,0,0,0,0,37,0,0,0,0,,,,,,,,,,1,0,0,0,0,86,0,0,0,0,0,0,rookie
499,gleb  syritsa ,astana qazaqstan team,astana-qazaqstan-team-2023,russia,1.9,85,none,gleb-syritsa,22,2,0,0,0,0,133,0,0,0,0,2,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,133,0,0,0,0,3,0.75,rookie
500,javier  romo ,astana qazaqstan team,astana-qazaqstan-team-2023,spain,1.84,70,villafranca de los caballeros,javier-romo,24,5,0,0,0,0,110,0,0,0,0,42,0,0,0,13,67.875,0,0,0,0.30952381,3,0,0,0,0,56,0,0,0,0,4,0,0,0,27,0,0,0,6.75,21,0,0,0,13,53.07692308,0,0,0,0.619047619,9,0.18,rookie
501,gleb  brussenskiy ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.78,64,kokshetau,gleb-brussenskiy,22,5,0,0,0,0,51.66666667,0,0,0,0,6,0,0,0,0,41.66666667,0,0,0,0,1,0,0,0,0,22,0,0,0,0,,,,,,,,,,11,0,0,0,0,46.66666667,0,0,0,0,5,0.384615385,rookie
502,gianmarco  garofoli ,astana qazaqstan team,astana-qazaqstan-team-2023,italy,1.8,70,ancona,gianmarco-garofoli,20,1,0,0,0,0,,0,0,0,0,4,0,0,0,1,50.33333333,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,5,0,0,0,1,50.33333333,0,0,0,0.2,1,0.166666667,rookie
503,nurbergen  nurlykhassym ,astana qazaqstan team,astana-qazaqstan-team-2023,kazakhstan,1.8,65,astana,nurbergen-nurlykhassym,22,1,0,0,0,0,36,0,0,0,0,9,0,0,0,0,88,0,0,0,0,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,79.33333333,0,0,0,0,4,0.363636364,rookie
504,mikel  landa ,bahrain - victorious,bahrain-victorious-2023,spain,1.73,60,murgia,mikel-landa,33,38,0,0,0,0,52.40540541,0,0,0,0,118,0,7,34,905,31.27102804,0,0.059322034,0.288135593,7.669491525,14,0,0,0,2,50.78571429,0,0,0,0.142857143,9,0,3,8,1630,0,0.333333333,0.888888889,181.1111111,19,0,2,4,392,38.5,0,0.105263158,0.210526316,20.63157895,11,0.064705882,climber
505,wout  poels ,bahrain - victorious,bahrain-victorious-2023,netherlands,1.83,66,venray,wout-poels,35,52,0,0,1,2,94.69230769,0,0,0.019230769,0.038461538,161,1,4,22,508,49.04516129,0.00621118,0.02484472,0.136645963,3.155279503,17,0,0,0,5,61.76470588,0,0,0,0.294117647,16,0,1,5,1104,0,0.0625,0.3125,69,17,0,0,1,164,53.71428571,0,0,0.058823529,9.647058824,4,0.017391304,climber
506,damiano  caruso ,bahrain - victorious,bahrain-victorious-2023,italy,1.79,67,ragusa,damiano-caruso,35,40,0,0,0,0,70.375,0,0,0,0,141,2,4,23,688,39.10294118,0.014184397,0.028368794,0.163120567,4.879432624,16,0,0,5,69,26.5625,0,0,0.3125,4.3125,13,0,1,7,1219,0,0.076923077,0.538461538,93.76923077,21,0,0,2,228,55.63157895,0,0,0.095238095,10.85714286,3,0.015228426,climber
507,pello  bilbao ,bahrain - victorious,bahrain-victorious-2023,spain,1.74,60,guernica,pello-bilbao,33,53,0,0,1,2,68.19230769,0,0,0.018867925,0.037735849,149,4,10,33,1077,34.78911565,0.026845638,0.067114094,0.22147651,7.228187919,21,0,0,3,43,32,0,0,0.142857143,2.047619048,16,0,3,9,1662,0,0.1875,0.5625,103.875,15,0,0,5,402,22.92307692,0,0,0.333333333,26.8,2,0.00896861,climber
508,heinrich  haussler ,bahrain - victorious,bahrain-victorious-2023,australia,1.81,74,inverell,heinrich-haussler,39,44,0,0,4,310,67.42857143,0,0,0.090909091,7.045454545,76,0,0,0,94,95.22727273,0,0,0,1.236842105,8,0,0,0,0,97.71428571,0,0,0,0,10,0,0,0,55,0,0,0,5.5,35,0,0,4,404,44.38461538,0,0,0.114285714,11.54285714,11,0.0859375,peloton-guy
509,matej  mohorič ,bahrain - victorious,bahrain-victorious-2023,slovenia,1.85,72,kranj,matej-mohoric,28,48,1,3,10,500,51.68085106,0.020833333,0.0625,0.208333333,10.41666667,124,4,10,19,1641,59.5862069,0.032258065,0.080645161,0.153225806,13.23387097,13,0,0,1,2,55.38461538,0,0,0.076923077,0.153846154,10,0,2,2,550,0,0.2,0.2,55,49,1,4,14,1671,25.3255814,0.020408163,0.081632653,0.285714286,34.10204082,7,0.037837838,climber
510,andrea  pasqualon ,bahrain - victorious,bahrain-victorious-2023,italy,1.74,68,bassano del grappa,andrea-pasqualon,35,61,0,3,14,538,28.01785714,0,0.049180328,0.229508197,8.819672131,120,1,3,13,667,56.27927928,0.008333333,0.025,0.108333333,5.558333333,12,0,0,0,0,101.1666667,0,0,0,0,10,0,0,0,105,0,0,0,10.5,85,1,6,18,1075,35.68055556,0.011764706,0.070588235,0.211764706,12.64705882,13,0.067357513,peloton-guy
511,jack  haig ,bahrain - victorious,bahrain-victorious-2023,australia,1.9,67,southport,jack-haig,29,32,0,0,0,0,73.6,0,0,0,0,90,0,3,19,657,32.15294118,0,0.033333333,0.211111111,7.3,13,0,0,0,0,53.69230769,0,0,0,0,10,0,1,6,873,0,0.1,0.6,87.3,14,0,2,3,421,18.83333333,0,0.142857143,0.214285714,30.07142857,4,0.02962963,climber
512,yukiya  arashiro ,bahrain - victorious,bahrain-victorious-2023,japan,1.7,64,ishigaki,yukiya-arashiro,38,27,0,0,0,30,82.84615385,0,0,0,1.111111111,104,0,0,0,107,88.56122449,0,0,0,1.028846154,10,0,0,0,0,110.9,0,0,0,0,6,0,0,0,75,0,0,0,12.5,30,0,0,0,136,59.75,0,0,0,4.533333333,6,0.042553191,peloton-guy
513,nikias  arndt ,bahrain - victorious,bahrain-victorious-2023,germany,1.88,77.5,buchholz in der nordheide,nikias-arndt,31,66,0,0,2,52,62.15,0,0,0.03030303,0.787878788,131,2,6,16,444,70.475,0.015267176,0.045801527,0.122137405,3.389312977,17,0,0,2,29,40.52941176,0,0,0.117647059,1.705882353,17,0,0,0,211,0,0,0,12.41176471,33,0,1,1,133,54.52631579,0,0.03030303,0.03030303,4.03030303,14,0.065420561,peloton-guy
514,phil  bauhaus ,bahrain - victorious,bahrain-victorious-2023,germany,1.84,71,bocholt,phil-bauhaus,28,50,3,8,29,502,29.54347826,0.06,0.16,0.58,10.04,92,1,5,15,359,99.12941176,0.010869565,0.054347826,0.163043478,3.902173913,9,0,0,0,0,124.8888889,0,0,0,0,16,0,0,0,85,0,0,0,5.3125,12,0,0,2,176,50.71428571,0,0,0.166666667,14.66666667,11,0.072847682,peloton-guy
515,hermann  pernsteiner ,bahrain - victorious,bahrain-victorious-2023,austria,1.68,55,oberwart,hermann-pernsteiner,32,24,0,0,0,0,63.29166667,0,0,0,0,123,0,2,6,300,40.83471074,0,0.016260163,0.048780488,2.43902439,12,0,0,0,0,55.66666667,0,0,0,0,15,0,0,0,316,0,0,0,21.06666667,27,0,0,1,164,37.96153846,0,0,0.037037037,6.074074074,1,0.006289308,peloton-guy
516,gino  mäder ,bahrain - victorious,bahrain-victorious-2023,switzerland,1.81,61,flawil,gino-mader,26,37,0,0,0,0,67.10810811,0,0,0,0,122,2,4,9,335,38.48076923,0.016393443,0.032786885,0.073770492,2.745901639,16,0,2,2,36,44.8125,0,0.125,0.125,2.25,12,0,1,3,693,0,0.083333333,0.25,57.75,23,0,0,0,59,36.07142857,0,0,0,2.565217391,12,0.068571429,climber
517,jasha  sütterlin ,bahrain - victorious,bahrain-victorious-2023,germany,1.84,78,freiburg im breisgau,jasha-sutterlin,30,53,0,0,1,51,66.80851064,0,0,0.018867925,0.962264151,114,0,0,2,140,80.33663366,0,0,0.01754386,1.228070175,15,0,0,1,16,37.86666667,0,0,0.066666667,1.066666667,13,0,0,0,120,0,0,0,9.230769231,40,0,0,1,163,50.7826087,0,0,0.025,4.075,19,0.104395604,peloton-guy
518,santiago  buitrago ,bahrain - victorious,bahrain-victorious-2023,colombia,1.74,59,bogotá,santiago-buitrago-sanchez,23,14,0,0,0,0,104,0,0,0,0,68,1,3,4,219,54.13333333,0.014705882,0.044117647,0.058823529,3.220588235,7,0,0,0,0,60.85714286,0,0,0,0,5,0,0,0,188,0,0,0,37.6,15,0,1,1,71,57.88888889,0,0.066666667,0.066666667,4.733333333,6,0.066666667,rookie
519,kamil  gradek ,bahrain - victorious,bahrain-victorious-2023,poland,1.94,81,koziegłowy,kamil-gradek,32,37,0,0,0,36,77.60606061,0,0,0,0.972972973,65,0,0,0,10,114.440678,0,0,0,0.153846154,10,0,0,0,21,58.1,0,0,0,2.1,6,0,0,0,60,0,0,0,10,25,0,0,0,46,61.8125,0,0,0,1.84,10,0.089285714,peloton-guy
520,fred  wright ,bahrain - victorious,bahrain-victorious-2023,great britain,1.84,75,london,alfred-wright,23,45,0,0,4,120,66.06818182,0,0,0.088888889,2.666666667,89,0,4,14,462,69.8,0,0.04494382,0.157303371,5.191011236,12,0,0,1,22,33.91666667,0,0,0.083333333,1.833333333,9,0,0,0,130,0,0,0,14.44444444,29,0,0,2,232,66.54166667,0,0,0.068965517,8,5,0.034013605,peloton-guy
521,dušan  rajović ,bahrain - victorious,bahrain-victorious-2023,serbia,1.83,74,kraljevo,dusan-rajovic,25,15,0,0,0,7,43,0,0,0,0.466666667,3,0,0,0,5,88,0,0,0,1.666666667,,,,,,,,,,,,,,,,,,,,18,0,0,0,12,48,0,0,0,0.666666667,9,0.5,rookie
522,jonathan  milan ,bahrain - victorious,bahrain-victorious-2023,italy,1.94,84,tolmezzo,jonathan-milan,22,22,0,1,2,52,64.84210526,0,0.045454545,0.090909091,2.363636364,21,0,1,2,40,83.81818182,0,0.047619048,0.095238095,1.904761905,4,0,0,0,0,34.5,0,0,0,0,4,0,0,0,15,0,0,0,3.75,19,0,0,0,48,69.85714286,0,0,0,2.526315789,12,0.255319149,rookie
523,filip  maciejuk ,bahrain - victorious,bahrain-victorious-2023,poland,1.9,78,pulawy,filip-maciejuk,23,17,0,0,0,15,74.11764706,0,0,0,0.882352941,27,0,0,0,16,83.71428571,0,0,0,0.592592593,5,0,0,0,0,41,0,0,0,0,3,0,0,0,15,0,0,0,5,19,0,0,0,31,63,0,0,0,1.631578947,3,0.06,rookie
524,edoardo  zambanini ,bahrain - victorious,bahrain-victorious-2023,italy,1.8,62,riva del garda,edoardo-zambanini,21,21,0,0,1,60,89.33333333,0,0,0.047619048,2.857142857,112,0,1,2,96,65.7755102,0,0.008928571,0.017857143,0.857142857,9,0,0,0,0,108,0,0,0,0,5,0,0,0,55,0,0,0,11,51,0,0,1,113,48.64102564,0,0,0.019607843,2.215686275,11,0.077464789,peloton-guy
525,matevž  govekar ,bahrain - victorious,bahrain-victorious-2023,slovenia,1.8,73,ljubljana,matevz-govekar,22,5,0,0,0,5,72.6,0,0,0,1,9,0,0,2,54,76.5,0,0,0.222222222,6,,,,,,,,,,,1,0,0,0,5,0,0,0,5,8,0,0,2,59,73.2,0,0,0.25,7.375,3,0.2,rookie
526,fran  miholjević ,bahrain - victorious,bahrain-victorious-2023,croatia,1.89,75,none,fran-miholjevic,20,4,0,0,0,0,93.5,0,0,0,0,5,0,0,0,0,64.66666667,0,0,0,0,2,0,0,0,0,11.5,0,0,0,0,1,0,0,0,5,0,0,0,5,3,0,0,0,0,53,0,0,0,0,2,0.166666667,rookie
